Trait,AccessionNumber,AccessionName,rep1,rep2,rep3,rep4,rep5,rep6
LeafElongationFactor,Y41,LA1136,NA,0.919741827,0.966439839,0.89677833,0.921634686,0.868911274
DG,Y42,LA1137,3,3,3,3,3,3
DL4,Y42,LA1137,13,13,14,14,15,15
DH,Y42,LA1137,11,11,11,11,11,11
LN,Y42,LA1137,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,NA
RL,Y42,LA1137,0.930555556,0.148387097,0,1.034482759,0.180555556,0.714285714
SL,Y42,LA1137,0.642857143,0.34375,0.3125,0.289473684,0.219512195,0.5
ST,Y42,LA1137,0.503816794,0.319018405,0.287769784,0.298013245,0.01986755,0.19
RFM,Y42,LA1137,0.173293094,0.125093794,0.255272214,0.278885962,0.191356911,0.119809189
SFM,Y42,LA1137,NA,0.110996003,0.122581743,0.119399631,0.079603778,0.079250545
TFM,Y42,LA1137,NA,0.112858235,0.141643006,0.139566565,0.097074712,0.087486044
RDM,Y42,LA1137,0.340759076,0.337915235,0.355555556,0.445685279,0.528994083,0.19335647
SDM,Y42,LA1137,NA,0.176406079,0.222267261,0.231467474,0.209322626,0.178571429
TDM,Y42,LA1137,NA,0.201022727,0.238784915,0.238185077,0.236005662,0.163444059
WC,Y42,LA1137,NA,0.107000483,0.134623618,0.132928672,0.089019377,0.082491647
WCn,Y42,LA1137,-13.70588281,-31.2928932,8.108688873,-21.45804514,-2.940428162,8.283475833
GPI,Y42,LA1137,1.033081618,1.172281313,1.136500925,0.812429636,0.945397273,0.789013197
GPF,Y42,LA1137,0.209241991,0.198007582,0.172679395,0.193859736,0.174716047,0.213384149
dGP,Y42,LA1137,0.064271809,0.033936488,0.04380466,0.079175491,NA,0.065363826
L4FM,Y42,LA1137,NA,0.210021457,0.199273072,0.139472984,0.11461126,0.059114711
L4DM,Y42,LA1137,0.299315849,0.225388601,0.219978746,0.171855011,0.156928214,0.078762307
L4A,Y42,LA1137,0.356095072,NA,0.264499963,0.186915742,0.12694089,0.078725988
RNa,Y42,LA1137,19.7595729,16.59228861,13.80498256,23.34416153,31.87084065,17.3708398
RK,Y42,LA1137,0.646607731,1.182717047,0.820568658,1.215165469,1.372898588,0.663323539
LNa,Y42,LA1137,37.72467487,31.72056418,22.62572191,19.69297977,15.93031966,15.75679436
LK,Y42,LA1137,0.392164817,0.63685917,0.987381206,0.806620697,0.962464813,1.289383308
LeafSucculence,Y42,LA1137,NA,NA,0.744780837,0.729221157,0.870216579,0.727032362
LeafPerimeter,Y42,LA1137,0.328831374,NA,0.315873774,0.242762857,0.184367422,0.162852906
LeafVertLength,Y42,LA1137,0.43355563,NA,0.409179246,0.360214769,0.285712656,0.281589333
LeafHorizWidth,Y42,LA1137,0.609374641,NA,0.476536135,0.456074841,0.329547479,0.220104485
LeafElongationFactor,Y42,LA1137,1.405458437,NA,1.164756716,1.266129032,1.153230529,NA
DG,Y43,LA1138,5,5,5,5,5,5
DL4,Y43,LA1138,NA,14,14,14,14,14
DH,Y43,LA1138,11,11,11,11,11,11
LN,Y43,LA1138,0.5,NA,0.5,NA,0.5,0.5
RL,Y43,LA1138,-1.333333333,NA,3.823529412,NA,0.88372093,0.6
SL,Y43,LA1138,0.351351351,NA,0.777777778,NA,0.615384615,0.681818182
ST,Y43,LA1138,0.359223301,NA,0.242424242,NA,0.285714286,-0.212765957
RFM,Y43,LA1138,0.34983657,NA,0.062571937,NA,0.511643719,0.484165652
SFM,Y43,LA1138,0.110812144,NA,0.103741842,NA,0.471634435,0.216662346
TFM,Y43,LA1138,0.156018182,NA,0.096433878,NA,0.481221996,0.275799394
RDM,Y43,LA1138,0.648192771,NA,0.215189873,NA,0.735930736,0.904761905
SDM,Y43,LA1138,0.218874502,NA,0.205985355,NA,0.58933802,0.253479853
TDM,Y43,LA1138,0.230253879,NA,0.199221433,NA,0.508805513,0.401101652
WC,Y43,LA1138,0.14748216,NA,0.087360783,NA,0.477937825,0.256338466
WCn,Y43,LA1138,1.024732838,NA,1.912594598,NA,0.789410017,0.807623928
GPI,Y43,LA1138,1.021330509,1.478507403,1.344284659,1.116210327,0.795592292,1.475547555
GPF,Y43,LA1138,0.994636922,0.009018553,0.187776746,0.114209636,0.674253557,0.408734236
dGP,Y43,LA1138,0.967944641,-0.515364888,-0.276489281,-0.748193678,0.484334619,-0.507947644
L4FM,Y43,LA1138,0.122068096,NA,0.183736545,NA,0.200358698,0.8750445
L4DM,Y43,LA1138,0.12731668,NA,0.166064982,NA,0.227002967,0.663917526
L4A,Y43,LA1138,0.132759615,NA,0.18768905,NA,0.175460752,0.589845008
RNa,Y43,LA1138,30.9930197,NA,28.73711968,NA,29.64181907,33.46515035
RK,Y43,LA1138,1.61848796,NA,0.560357261,NA,0.366769107,0.487289452
LNa,Y43,LA1138,95.97235626,NA,35.43433616,NA,34.3251337,35.56181976
LK,Y43,LA1138,0.897864813,NA,0.601917945,NA,0.641298724,0.302395825
LeafSucculence,Y43,LA1138,0.914862024,NA,0.988090114,NA,1.127549697,1.517336196
LeafPerimeter,Y43,LA1138,0.218630947,NA,0.26754176,NA,0.250000763,0.515796721
LeafVertLength,Y43,LA1138,0.368575674,NA,0.399455015,NA,0.390587658,0.625009719
LeafHorizWidth,Y43,LA1138,0.283987489,NA,0.458710895,NA,0.380101091,0.911401354
LeafElongationFactor,Y43,LA1138,0.770580861,NA,1.1484508,NA,0.973183813,1.458269525
DG,Y44,LA1139,4,4,4,4,4,4
DL4,Y44,LA1139,12,12,13,14,14,14
DH,Y44,LA1139,11,11,11,11,11,11
LN,Y44,LA1139,NA,0.666666667,NA,0.666666667,0.666666667,0.666666667
RL,Y44,LA1139,NA,0.614583333,1.175,0.878787879,0.915254237,NA
SL,Y44,LA1139,0.5,0.41025641,0.365853659,0.36,0.297297297,0.142857143
ST,Y44,LA1139,0.306666667,0.271794872,0.289855072,0.253333333,0.20754717,0.09375
RFM,Y44,LA1139,0.067595046,0.129021085,0.147377939,NA,0.160144733,0.111165469
SFM,Y44,LA1139,0.095421373,0.071513566,0.094262973,0.104141226,0.086329483,0.069582286
TFM,Y44,LA1139,0.09177343,0.07989899,0.100462737,0.128437005,0.09725694,0.076784201
RDM,Y44,LA1139,0.200917431,0.160512434,NA,NA,0.231547017,0.163067759
SDM,Y44,LA1139,0.285071942,0.172106418,0.218602378,0.242928975,0.188507058,0.257811222
TDM,Y44,LA1139,0.239420655,0.174158378,0.202998126,0.257048282,0.203240691,0.222210161
WC,Y44,LA1139,0.081654496,0.073237171,0.093336227,0.120144541,0.090296619,0.067495042
WCn,Y44,LA1139,-6.891625897,-40.88070406,-1.15254364,8.942118852,NA,-46.57596314
GPI,Y44,LA1139,NA,1.186000259,1.059549111,0.930637748,1.112795334,1.137620452
GPF,Y44,LA1139,NA,0.112907005,0.164469148,0.102182097,0.137386046,0.114524447
dGP,Y44,LA1139,-0.006329321,-0.026605136,-0.029653423,-0.071658946,-0.061969138,-0.030686071
L4FM,Y44,LA1139,0.044936183,0.166898025,0.235415154,0.179766045,0.227803965,0.110109869
L4DM,Y44,LA1139,0.075193798,0.192161132,0.255555556,0.233333333,0.260440395,0.143507973
L4A,Y44,LA1139,0.041947128,0.21195117,0.335887469,0.229630687,0.288704921,0.116048193
RNa,Y44,LA1139,11.97247901,18.42585974,26.49992206,18.6247264,26.23530193,21.36273858
RK,Y44,LA1139,0.972737354,0.547017711,1.238988139,1.575987036,0.814492607,0.869755534
LNa,Y44,LA1139,19.86040715,34.48667844,24.16439789,19.97417302,25.15384616,45.14685573
LK,Y44,LA1139,1.218430866,1.141826039,0.932941214,1.153158656,1.081848143,1.237425719
LeafSucculence,Y44,LA1139,0.993397051,0.774474762,0.694756525,0.762130743,0.778548012,0.922224884
LeafPerimeter,Y44,LA1139,0.122845959,0.314276498,0.437262349,0.374768556,0.410638738,0.229987406
LeafVertLength,Y44,LA1139,0.167731008,0.354727942,0.52127994,0.462519613,0.490715696,0.313162433
LeafHorizWidth,Y44,LA1139,0.176886342,0.472309354,0.506057367,0.38768791,0.576167578,0.326926494
LeafElongationFactor,Y44,LA1139,1.054643884,1.331387363,0.970809126,0.838170122,1.173989455,1.043932412
DG,Y45,LA1141,7,7,7,7,7,7
DL4,Y45,LA1141,16,16,18,19,NA,NA
DH,Y45,LA1141,11,11,11,11,NA,NA
LN,Y45,LA1141,NA,NA,NA,NA,NA,NA
RL,Y45,LA1141,NA,NA,NA,NA,NA,NA
SL,Y45,LA1141,NA,NA,NA,NA,NA,NA
ST,Y45,LA1141,NA,NA,NA,NA,NA,NA
RFM,Y45,LA1141,NA,NA,NA,NA,NA,NA
SFM,Y45,LA1141,NA,NA,NA,NA,NA,NA
TFM,Y45,LA1141,NA,NA,NA,NA,NA,NA
RDM,Y45,LA1141,NA,NA,NA,NA,NA,NA
SDM,Y45,LA1141,NA,NA,NA,NA,NA,NA
TDM,Y45,LA1141,NA,NA,NA,NA,NA,NA
WC,Y45,LA1141,NA,NA,NA,NA,NA,NA
WCn,Y45,LA1141,NA,NA,NA,NA,NA,NA
GPI,Y45,LA1141,1.21050761,1.117455505,1.191996644,1.562802908,NA,NA
GPF,Y45,LA1141,0.115051286,0.101951416,0.109011475,0.084035307,NA,NA
dGP,Y45,LA1141,-0.812249956,-1.304276373,-0.372244687,-1.572823833,NA,NA
L4FM,Y45,LA1141,NA,NA,NA,NA,NA,NA
L4DM,Y45,LA1141,NA,NA,NA,NA,NA,NA
L4A,Y45,LA1141,NA,NA,NA,NA,NA,NA
RNa,Y45,LA1141,NA,NA,NA,NA,NA,NA
RK,Y45,LA1141,NA,NA,NA,NA,NA,NA
LNa,Y45,LA1141,NA,NA,NA,NA,NA,NA
LK,Y45,LA1141,NA,NA,NA,NA,NA,NA
LeafSucculence,Y45,LA1141,NA,NA,NA,NA,NA,NA
LeafPerimeter,Y45,LA1141,NA,NA,NA,NA,NA,NA
LeafVertLength,Y45,LA1141,NA,NA,NA,NA,NA,NA
LeafHorizWidth,Y45,LA1141,NA,NA,NA,NA,NA,NA
LeafElongationFactor,Y45,LA1141,NA,NA,NA,NA,NA,NA
DG,Y46,LA1401,6,6,6,6,6,6
DL4,Y46,LA1401,NA,17,17,17,19,19
DH,Y46,LA1401,11,11,11,11,11,11
LN,Y46,LA1401,0.666666667,0.25,0.333333333,0.333333333,0.5,0.5
RL,Y46,LA1401,1.173913043,0.342105263,0.192771084,0.090909091,1.428571429,0.227272727
SL,Y46,LA1401,0.657142857,0.117647059,0.448275862,0.642857143,0.774193548,-0.074074074
ST,Y46,LA1401,0.370967742,-0.126315789,-0.021276596,0.096153846,0.377952756,0.124031008
RFM,Y46,LA1401,0.191066489,0.665810784,0.165548288,0.114424833,0.441485247,0.14979997
SFM,Y46,LA1401,0.321709442,0.171531744,0.186938017,0.307506467,0.236965995,0.086233024
TFM,Y46,LA1401,0.29729471,0.208373819,0.18364141,0.278660799,0.262697607,0.096597292
RDM,Y46,LA1401,0.232394366,0.542207792,0.460916442,0.668103448,1.065637066,0.315899582
SDM,Y46,LA1401,0.449421238,0.375219993,0.300443837,0.392496392,0.423061787,0.219111609
TDM,Y46,LA1401,0.398533822,0.347924528,0.302253116,0.418290383,0.492694331,0.255879346
WC,Y46,LA1401,0.291123299,0.19969977,0.176789077,0.270084546,0.251208012,0.088697306
WCn,Y46,LA1401,NA,5.864509222,17.93078873,11.65118156,-0.84193766,-2.02962374
GPI,Y46,LA1401,1.129284004,1.223427416,1.232926752,1.613406698,1.394385458,0.966503556
GPF,Y46,LA1401,0.421406415,0.211896901,0.195714018,0.362424212,0.239888768,0.101487965
dGP,Y46,LA1401,0.303862801,0.067460193,0.08616314,0.215625346,0.121779782,0.011744448
L4FM,Y46,LA1401,0.29533239,0.197837838,0.187560911,0.334697218,0.359133453,0.247873277
L4DM,Y46,LA1401,0.346938776,0.181598063,0.240825688,0.413318025,0.538585209,0.348344371
L4A,Y46,LA1401,0.291983016,0.216523284,0.221220094,0.310065706,0.32627837,0.155342494
RNa,Y46,LA1401,30.42328042,27.6203066,51.72668591,NA,40.58043252,31.02283714
RK,Y46,LA1401,0.465210356,1.683903887,6.135586101,3.394930314,2.171585779,0.791671388
LNa,Y46,LA1401,17.30623533,20.30434783,16.38437336,39.03556397,25.12073738,32.13106252
LK,Y46,LA1401,0.618455056,0.526292391,0.675367771,0.262753135,1.058967733,0.779917601
LeafSucculence,Y46,LA1401,0.995438153,0.919732352,0.827688358,1.057631386,1.062202337,NA
LeafPerimeter,Y46,LA1401,0.278560004,0.455900227,0.346244501,0.382089047,0.374070166,0.296656068
LeafVertLength,Y46,LA1401,0.363141375,0.529777893,0.425694382,0.46985197,0.386246033,0.428984961
LeafHorizWidth,Y46,LA1401,0.457274943,0.558821834,0.407886594,0.515892471,0.545082165,0.454545455
LeafElongationFactor,Y46,LA1401,1.25917791,1.054760423,0.958165519,1.097943193,1.411220715,1.059574468
DG,Y48,LA1403,4,4,4,4,4,4
DL4,Y48,LA1403,17,17,19,19,19,19
DH,Y48,LA1403,11,11,11,11,11,11
LN,Y48,LA1403,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667
RL,Y48,LA1403,1.285714286,0.479166667,0.922077922,1.245098039,0.87037037,0.451612903
SL,Y48,LA1403,0.166666667,0.615384615,0.733333333,0.625,0.5,1
ST,Y48,LA1403,0.3125,0.130434783,0.406504065,0.311111111,0.2734375,0.490384615
RFM,Y48,LA1403,0.501435956,0.302434564,0.425161681,0.593360996,0.363147073,0.404900548
SFM,Y48,LA1403,0.344249596,0.333483357,0.345264344,0.371926772,NA,0.425841688
TFM,Y48,LA1403,0.360433484,0.32894473,0.361915659,0.41501013,0.268660571,0.421469498
RDM,Y48,LA1403,1.64673913,1.315,0.914027149,1.552147239,0.705974843,0.972677596
SDM,Y48,LA1403,0.499795334,0.555377207,0.508383234,0.536692759,NA,0.628234399
TDM,Y48,LA1403,0.506948305,0.494726434,0.485048615,0.604814138,0.385771543,0.602727063
WC,Y48,LA1403,0.352201749,0.320092224,0.355044125,0.405021887,0.262295082,0.411509987
WCn,Y48,LA1403,-5.541885182,-10.99640407,-6.79265997,-0.769911685,-1.347657763,-4.60865715
GPI,Y48,LA1403,1.083360618,1.39185636,1.550906908,1.356219419,1.015815795,1.517925004
GPF,Y48,LA1403,0.351142425,0.373752904,0.511943667,NA,0.403311014,0.529504125
dGP,Y48,LA1403,0.24313377,0.223417781,0.363006077,NA,0.279858755,0.351578354
L4FM,Y48,LA1403,0.308201485,0.209023044,0.16901792,0.305050988,0.228104899,0.316346937
L4DM,Y48,LA1403,0.308959835,0.207253886,0.23480663,0.418859649,0.317073171,0.367826087
L4A,Y48,LA1403,0.274614101,0.219823085,NA,0.344567822,0.276889849,0.382019747
RNa,Y48,LA1403,53.31945692,55.55122979,33.83261361,32.06584489,21.14146069,23.18746458
RK,Y48,LA1403,3.093238954,6.438630184,1.153486103,3.699532693,1.014253629,1.435622346
LNa,Y48,LA1403,15.80914598,16.70886672,16.20547083,17.73588662,NA,15.43396957
LK,Y48,LA1403,0.442635614,0.416740735,0.655770126,0.435945726,0.754395336,0.389913088
LeafSucculence,Y48,LA1403,1.122072711,0.951553123,NA,0.859436087,0.795434402,0.815543496
LeafPerimeter,Y48,LA1403,0.284794897,0.29070258,0.34959275,0.442543495,0.395833502,0.445826722
LeafVertLength,Y48,LA1403,0.536580093,NA,0.544530486,0.564304991,0.531163923,0.562177554
LeafHorizWidth,Y48,LA1403,0.43636558,0.502139051,0.507943914,0.707670043,0.596477657,0.674120735
LeafElongationFactor,Y48,LA1403,0.813111836,1.167823878,0.932816137,1.254082426,1.123027375,1.199039945
DG,Y49,LA1404,3,3,3,3,3,3
DL4,Y49,LA1404,13,13,13,13,13,13
DH,Y49,LA1404,11,11,11,11,11,11
LN,Y49,LA1404,NA,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667
RL,Y49,LA1404,-0.166666667,0.098039216,0.083333333,0.333333333,0.539473684,0.533333333
SL,Y49,LA1404,0.542857143,0.636363636,0.35483871,0.195652174,0.821428571,0.444444444
ST,Y49,LA1404,0.419117647,0.363636364,0.333333333,NA,0.370629371,0.383233533
RFM,Y49,LA1404,0.255122143,0.21748908,0.282140852,0.130523423,0.156837402,0.208506154
SFM,Y49,LA1404,0.250244641,0.31207721,0.300496553,0.191158157,0.263140362,0.277522005
TFM,Y49,LA1404,0.250952691,0.294720302,0.29790402,0.181141966,0.240320586,0.263539622
RDM,Y49,LA1404,0.426530612,0.484135107,0.495698925,0.292201382,0.379734848,0.418181818
SDM,Y49,LA1404,0.297677794,0.395744681,0.371945353,0.245263697,0.331726312,0.352849336
TDM,Y49,LA1404,0.302887139,0.383434443,0.372190631,0.246333612,0.325938346,0.353424353
WC,Y49,LA1404,0.247157478,0.288644496,0.292733492,0.176877116,0.234713787,0.257593115
WCn,Y49,LA1404,1.459050299,2.582429788,2.029480268,NA,NA,2.947737493
GPI,Y49,LA1404,1.219095576,NA,1.166540917,1.067208311,1.075671833,1.280756578
GPF,Y49,LA1404,0.312321336,0.454377897,0.382804865,0.326647063,0.449236855,0.345364631
dGP,Y49,LA1404,0.17910361,0.276127564,0.24293345,0.181267245,0.330489125,0.199081125
L4FM,Y49,LA1404,0.227028238,0.236206139,0.237459145,0.169192214,0.203991282,0.273296739
L4DM,Y49,LA1404,0.251359517,0.268493151,0.281969817,0.21980198,0.258435583,0.304347826
L4A,Y49,LA1404,0.263212967,0.277710236,0.275264502,NA,0.262065091,NA
RNa,Y49,LA1404,20.70844686,22.44844293,16.53840654,18.22930238,17.08769672,12.94535222
RK,Y49,LA1404,0.476300201,0.661064852,0.564135902,0.660254971,0.708434714,0.572500037
LNa,Y49,LA1404,51.64888033,49.73531189,40.65389101,32.90146177,32.35569172,28.94027622
LK,Y49,LA1404,0.680013447,NA,0.6649108,0.827716532,0.765654206,0.626133519
LeafSucculence,Y49,LA1404,0.853079053,0.83881912,0.846771834,0.819984506,NA,NA
LeafPerimeter,Y49,LA1404,0.335917777,0.35952952,0.321012325,NA,0.345484181,NA
LeafVertLength,Y49,LA1404,0.41070947,0.434123368,0.42793501,NA,0.408344302,NA
LeafHorizWidth,Y49,LA1404,0.531242536,0.558293169,0.570902071,NA,0.594789527,NA
LeafElongationFactor,Y49,LA1404,1.293481667,1.285970052,1.334003014,1.242210464,NA,NA
DG,Y50,LA1406,3,3,3,3,3,3
DL4,Y50,LA1406,12,12,13,13,13,13
DH,Y50,LA1406,11,11,11,11,11,11
LN,Y50,LA1406,0.666666667,0.666666667,0.5,0.5,0.5,0.5
RL,Y50,LA1406,1.380952381,1.344827586,0.44,-0.051282051,1.303571429,1.258064516
SL,Y50,LA1406,0.655172414,0.653846154,0.388888889,0.111111111,0.5,0.266666667
ST,Y50,LA1406,0.711711712,0.725,0.483146067,0.303370787,0.301587302,0.379844961
RFM,Y50,LA1406,0.363374755,0.516967735,0.14717528,0.06252483,0.354598177,0.183298647
SFM,Y50,LA1406,0.348309736,0.384824281,0.224117819,0.159290759,0.300591827,0.23759817
TFM,Y50,LA1406,0.350282147,0.397841941,0.20784084,0.139183114,0.309319598,0.228915161
RDM,Y50,LA1406,0.464666021,0.76969697,0.373082287,0.229329173,0.7331813,0.465768799
SDM,Y50,LA1406,0.415923567,0.475413181,0.282316037,0.206058788,0.39280677,0.332165791
TDM,Y50,LA1406,0.417905081,0.507915783,0.291988462,0.195755738,0.441829366,0.360202261
WC,Y50,LA1406,0.3450788,0.390438028,0.20258039,0.135658392,0.301026856,0.221135288
WCn,Y50,LA1406,1.350411354,4.484662137,-8.858683314,-4.653446172,-6.570528235,-6.987572735
GPI,Y50,LA1406,1.380481332,1.643711169,1.013058872,0.870839159,1.39246182,0.982672623
GPF,Y50,LA1406,0.382948459,NA,0.313598145,0.412631857,0.457002276,0.335865301
dGP,Y50,LA1406,0.244485488,NA,0.206015493,0.233109895,0.239694132,0.21655146
L4FM,Y50,LA1406,0.310042036,0.430252101,0.212929849,0.097997472,0.346548189,0.253656077
L4DM,Y50,LA1406,0.383123181,0.548563611,0.26654633,0.108864697,0.466092573,0.432276657
L4A,Y50,LA1406,0.420827806,0.528850332,0.266772376,0.140249917,0.42922322,0.294505655
RNa,Y50,LA1406,10.25782494,15.30428651,20.09381494,19.81555317,16.80308326,22.63243469
RK,Y50,LA1406,0.606908298,1.213978845,1.102600141,1.151660241,1.176822956,0.491282462
LNa,Y50,LA1406,21.53316794,43.30745407,17.03038645,13.48691792,24.48465319,34.27540888
LK,Y50,LA1406,0.806946715,0.942717623,0.696005577,0.862094622,0.72970908,1.014210842
LeafSucculence,Y50,LA1406,0.718235483,0.790212334,0.777942084,0.691485048,0.779599,0.803140531
LeafPerimeter,Y50,LA1406,0.448885156,0.542774828,0.337909032,0.265733404,0.439012052,0.414852935
LeafVertLength,Y50,LA1406,0.509757574,0.542242976,0.414128314,0.355793036,0.519050567,0.536369171
LeafHorizWidth,Y50,LA1406,0.696953501,0.747408934,0.585819586,0.292690921,0.613543204,0.373550202
LeafElongationFactor,Y50,LA1406,1.367325917,1.378505552,1.414510796,0.822657665,1.181954387,0.696346449
DG,Y51,LA1407,4,4,4,4,4,4
DL4,Y51,LA1407,12,12,13,13,13,13
DH,Y51,LA1407,11,11,11,11,11,11
LN,Y51,LA1407,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333
RL,Y51,LA1407,1.098360656,0.480446927,0,0,-0.105263158,0.212962963
SL,Y51,LA1407,0.1875,NA,0.305555556,0.3,0.243243243,NA
ST,Y51,LA1407,-0.023809524,0.202702703,-0.025210084,0.13986014,0.209150327,0.246153846
RFM,Y51,LA1407,0.09166165,0.103009608,0.029552491,0.01375864,0.00874102,0.048664441
SFM,Y51,LA1407,0.057988937,NA,0.046168097,0.06767957,0.007485215,0.016138722
TFM,Y51,LA1407,0.065304975,NA,0.042136436,0.056558694,0.007762505,0.023485125
RDM,Y51,LA1407,0.227506427,0.292307692,0.115816327,0.080583756,0.070987654,0.140821918
SDM,Y51,LA1407,0.190905995,0.212142555,0.126550479,0.190384615,0.10650978,0.093159609
TDM,Y51,LA1407,0.178052717,0.217596308,0.116195424,0.155269422,0.097431266,0.08513916
WC,Y51,LA1407,0.058007145,NA,0.0372295,0.05005065,0.002027838,0.019466479
WCn,Y51,LA1407,7.899078203,3.174140789,4.248960236,8.527702066,-63.4966911,-50.85366936
GPI,Y51,LA1407,NA,1.083278487,1.07244329,1.07527023,0.953122728,0.985447142
GPF,Y51,LA1407,0.11802432,NA,0.089191703,0.098586762,0.054311518,0.052607103
dGP,Y51,LA1407,-0.043766341,NA,-0.141097774,-0.145482623,-0.167757667,-0.194634268
L4FM,Y51,LA1407,0.079016888,NA,0.062506806,0.069245672,0.039884623,NA
L4DM,Y51,LA1407,0.096411355,NA,0.077380952,0.084151473,0.088235294,NA
L4A,Y51,LA1407,0.103347551,0.165466681,0.039019219,0.06242181,0.021909742,NA
RNa,Y51,LA1407,15.80645623,15.76878979,17.99870908,12.83623502,16.62342903,13.45345357
RK,Y51,LA1407,0.616717828,0.605513157,0.365749105,0.411334814,0.701405562,0.575470966
LNa,Y51,LA1407,18.38266881,20.3687737,28.98838376,27.20030781,NA,NA
LK,Y51,LA1407,0.954036377,1.121825643,0.87756924,0.868239032,NA,NA
LeafSucculence,Y51,LA1407,0.748318847,0.652750544,1.56356869,1.085955486,1.603172496,NA
LeafPerimeter,Y51,LA1407,0.212005707,0.348674797,0.115628329,0.118371652,0.064355149,NA
LeafVertLength,Y51,LA1407,0.351194175,0.404713531,0.163303588,0.222623605,0.110718774,NA
LeafHorizWidth,Y51,LA1407,0.287237702,0.392958742,0.193454336,0.194202553,0.196479371,NA
LeafElongationFactor,Y51,LA1407,0.817842379,0.970893971,1.184692671,0.872313527,NA,NA
DG,Y52,LA1408,4,4,4,4,4,4
DL4,Y52,LA1408,13,14,15,15,15,15
DH,Y52,LA1408,11,11,11,11,11,11
LN,Y52,LA1408,0.333333333,0.25,0.333333333,NA,0.25,0.25
RL,Y52,LA1408,0.571428571,-0.25,1.107692308,0.37704918,NA,1.045454545
SL,Y52,LA1408,0.411764706,0.615384615,0.1875,0.55,0.44,0.064516129
ST,Y52,LA1408,0.486486486,0.313432836,0.35,0.465116279,0.313043478,0.458333333
RFM,Y52,LA1408,0.086776377,0.02158513,0.145208132,0.220348313,0.115821413,0.140403708
SFM,Y52,LA1408,0.2185662,0.092625039,0.049095771,0.243665774,0.105772203,0.130739928
TFM,Y52,LA1408,0.196567209,0.075634938,0.063612997,0.239771312,0.107360072,0.132346614
RDM,Y52,LA1408,0.286480687,0.078031212,0.255681818,0.420242024,0.17921147,0.299262381
SDM,Y52,LA1408,0.422193211,0.128927849,0.209637166,0.351980888,0.201220518,0.250335699
TDM,Y52,LA1408,0.348112741,0.116258826,0.193184832,0.339622642,0.174813495,0.2421459
WC,Y52,LA1408,0.187048349,0.073274627,0.055629085,0.233169071,0.102938923,0.125491402
WCn,Y52,LA1408,76.88603075,36.02500528,NA,4.243580885,5.127824796,55.96702593
GPI,Y52,LA1408,1.405656127,0.967614045,1.021709131,1.422776243,1.120665398,1.213096061
GPF,Y52,LA1408,0.366646082,0.197409227,0.140587946,0.434406665,0.227259785,0.226339772
dGP,Y52,LA1408,0.131852418,0.109116457,NA,NA,0.099527808,0.086230578
L4FM,Y52,LA1408,0.108234698,0.08023291,0.09311667,0.222419823,0.075623112,0.15684309
L4DM,Y52,LA1408,0.174712644,0.092209857,0.096352374,0.248655914,0.083240844,0.17037037
L4A,Y52,LA1408,0.106866291,0.0996996,0.107109381,NA,0.105152726,0.17648525
RNa,Y52,LA1408,18.9291825,10.55833771,14.86996604,11.65471395,12.47767469,17.53145151
RK,Y52,LA1408,0.519864109,0.764559093,0.993068664,0.811493797,0.835102498,0.949831083
LNa,Y52,LA1408,18.14675528,19.37312436,53.05930244,38.71861365,34.48358586,51.48657888
LK,Y52,LA1408,NA,0.566206392,0.475874082,0.535123353,0.47691674,0.460658904
LeafSucculence,Y52,LA1408,0.956795687,0.792117108,0.866429968,0.74369907,0.712438682,0.881103035
LeafPerimeter,Y52,LA1408,0.201401601,0.167103621,0.135461683,0.327066163,0.131176974,0.219475887
LeafVertLength,Y52,LA1408,0.268856656,0.231402234,0.26285695,0.404674584,0.242850811,0.398063683
LeafHorizWidth,Y52,LA1408,0.368424542,0.290843932,0.319709752,0.48328015,0.288204793,0.352021099
LeafElongationFactor,Y52,LA1408,NA,1.256666027,1.21631068,1.194296578,1.186689882,NA
DG,Y53,LA1409,4,4,4,4,4,4
DL4,Y53,LA1409,NA,13,13,13,13,13
DH,Y53,LA1409,11,11,11,11,11,11
LN,Y53,LA1409,NA,0.5,0.5,0.5,0.5,0.5
RL,Y53,LA1409,0.626086957,0.655172414,1.074626866,0.795454545,0,NA
SL,Y53,LA1409,0.233333333,0.342857143,0.366666667,NA,0.361111111,0.303030303
ST,Y53,LA1409,0.327586207,NA,NA,0.315384615,0.320754717,0.303030303
RFM,Y53,LA1409,0.098225307,0.168671019,0.106776117,0.161772266,0.114491331,0.217977624
SFM,Y53,LA1409,0.11984638,0.175118052,0.267893165,0.318839959,0.203586631,0.147515745
TFM,Y53,LA1409,0.114847066,0.173961864,0.228543333,0.279596047,0.185390068,0.158404386
RDM,Y53,LA1409,0.153563941,0.293768546,0.264975335,0.389488841,0.199723566,0.345008757
SDM,Y53,LA1409,0.204820798,0.247724006,0.343818435,0.378658537,0.300167785,0.232428115
TDM,Y53,LA1409,0.178626201,0.244893594,0.313058809,0.370486656,0.265805877,0.222862737
WC,Y53,LA1409,0.110922366,0.169109902,0.223097645,0.273654052,0.180255162,0.154257887
WCn,Y53,LA1409,-9.625620584,8.111510653,-60.12949508,5.867470192,-28.66654164,-6.920183203
