Trait,AccessionNumber,AccessionName,rep1,rep2,rep3,rep4,rep5,rep6
TDM,Y20,LA0529,0.194236631,0.259005146,0.117101999,0.100736011,0.131240277,0.073181049
WC,Y20,LA0529,0.045281767,NA,0.058802379,0.03236548,0.046531328,0.04231387
WCn,Y20,LA0529,25.24395636,11.29058183,9.480844606,15.3110374,7.467971886,3.50383943
GPI,Y20,LA0529,0.967885225,0.948320403,1.086370296,0.864552629,NA,1.049131471
GPF,Y20,LA0529,0.063600141,NA,0.096048023,0.075317523,0.071578502,NA
dGP,Y20,LA0529,-0.043152176,0.009164499,-0.026583945,-0.020123588,-0.057295461,NA
L4FM,Y20,LA0529,0.078057359,0.077136554,0.081907491,0.10247115,0.124845793,0.083994851
L4DM,Y20,LA0529,NA,0.119800333,0.095851792,0.129788451,0.132290185,0.063370139
L4A,Y20,LA0529,NA,NA,0.099084688,0.12212915,0.143104845,NA
RNa,Y20,LA0529,26.8880318,21.85034987,17.83132691,17.00638256,24.44188668,NA
RK,Y20,LA0529,1.42076035,1.263995197,0.964607926,0.582614138,0.743095154,NA
LNa,Y20,LA0529,NA,24.75609546,17.16631665,16.34317355,16.44780097,35.04698044
LK,Y20,LA0529,1.148498268,0.888013435,0.936200985,0.902446963,0.665043796,0.670494087
LeafSucculence,Y20,LA0529,NA,NA,0.810719472,0.812609808,0.866365165,NA
LeafPerimeter,Y20,LA0529,NA,NA,0.231988982,0.239121204,0.230111075,NA
LeafVertLength,Y20,LA0529,NA,NA,0.269024809,0.284835495,0.303469957,NA
LeafHorizWidth,Y20,LA0529,NA,NA,0.228029655,0.364493855,0.419676934,NA
LeafElongationFactor,Y20,LA0529,NA,NA,0.847567568,1.279491833,1.382940757,NA
DG,Y21,LA0530,4,4,4,4,4,4
DL4,Y21,LA0530,13,13,13,13,14,14
DH,Y21,LA0530,12,12,12,12,11,11
LN,Y21,LA0530,0.666666667,0.666666667,0.333333333,0,NA,NA
RL,Y21,LA0530,-0.11627907,0.525862069,0.532786885,0.988888889,NA,NA
SL,Y21,LA0530,0.833333333,0.512195122,0.24,0.4375,NA,NA
ST,Y21,LA0530,0.212669683,0.153465347,0.082969432,0.549019608,NA,NA
RFM,Y21,LA0530,0.13345116,0.34939864,0.160938284,0.176133388,NA,NA
SFM,Y21,LA0530,0.256202682,0.263804054,0.207967303,0.196498986,NA,NA
TFM,Y21,LA0530,0.233328695,0.278033338,0.196894069,0.192496832,NA,NA
RDM,Y21,LA0530,0.257067719,0.792,0.579450418,0.38973384,NA,NA
SDM,Y21,LA0530,0.372696343,0.495659251,0.367066521,0.315394964,NA,NA
TDM,Y21,LA0530,0.312993348,0.497305334,0.352669251,0.304279497,NA,NA
WC,Y21,LA0530,0.228932234,0.269139153,0.190468868,0.187254068,NA,NA
WCn,Y21,LA0530,-0.101420623,0.023141331,-0.052484255,-0.072937007,NA,NA
GPI,Y21,LA0530,1.238372672,1.527614986,1.477692086,1.321423557,1.3011475,1.301386198
GPF,Y21,LA0530,0.329790186,0.380375222,0.378879998,0.269743759,NA,0.677404274
dGP,Y21,LA0530,0.254247972,0.267374303,0.267063824,NA,NA,0.236131189
L4FM,Y21,LA0530,0.17056481,0.247089041,0.08740751,0.177798799,NA,NA
L4DM,Y21,LA0530,0.188518519,0.330841121,0.153426791,0.231036192,NA,NA
L4A,Y21,LA0530,0.182612679,0.285799472,0.092350907,0.206143701,NA,NA
RNa,Y21,LA0530,22.67239332,36.19953892,45.74112381,17.350314,NA,NA
RK,Y21,LA0530,1.061664875,4.600087615,4.305204912,1.377720612,NA,NA
LNa,Y21,LA0530,28.38657814,22.40232715,25.74770561,25.08151069,NA,NA
LK,Y21,LA0530,0.265036334,0.833364396,0.886442121,0.7034913,NA,NA
LeafSucculence,Y21,LA0530,0.925970744,0.835000808,0.876812449,0.839137512,NA,NA
LeafPerimeter,Y21,LA0530,0.225987394,0.385521046,0.130462967,0.23226071,NA,NA
LeafVertLength,Y21,LA0530,0.357949872,0.41409382,0.248573127,0.376838838,NA,NA
LeafHorizWidth,Y21,LA0530,0.426466774,0.570815776,0.272727273,0.345199169,NA,NA
LeafElongationFactor,Y21,LA0530,1.191388546,1.37863513,1.097053726,0.915956558,NA,NA
DG,Y22,LA0531,3,3,3,3,3,3
DL4,Y22,LA0531,12,12,13,13,13,13
DH,Y22,LA0531,11,11,11,11,11,11
LN,Y22,LA0531,1,0.666666667,0.666666667,0.666666667,0.333333333,0.333333333
RL,Y22,LA0531,0.079268293,0.462962963,-0.5,0.074626866,0.131578947,0.649350649
SL,Y22,LA0531,0.5,0.52,0.414634146,0.419354839,0.258064516,0.4
ST,Y22,LA0531,0.222727273,0.212121212,0.269035533,0.246636771,0.260273973,0.146341463
RFM,Y22,LA0531,0.069089718,0.109253665,0.130955522,0.130449129,NA,0.181281972
SFM,Y22,LA0531,0.117050476,0.15972687,0.228710479,0.205635026,0.176343196,0.147983853
TFM,Y22,LA0531,0.106000464,0.148453783,0.208064498,0.189968535,0.206042559,0.15343303
RDM,Y22,LA0531,0.119783198,0.188311688,0.283168317,0.215982721,0.371408046,0.398162328
SDM,Y22,LA0531,0.193177923,0.200630102,0.33546004,0.292223495,0.253608593,0.208580118
TDM,Y22,LA0531,0.171186965,0.184128677,0.309409556,0.271152895,0.291160809,0.260782241
WC,Y22,LA0531,0.102113477,0.146327642,0.202346196,0.185781845,0.201946435,0.148577248
WCn,Y22,LA0531,-3.620168436,-1.970624349,-2.487011158,-0.429435331,-0.337934476,-0.660121605
GPI,Y22,LA0531,0.901067479,0.79413546,1.407038344,1.267499943,0.896017138,1.251791019
GPF,Y22,LA0531,0.130674482,0.220512562,NA,0.179394234,0.167966327,0.215704383
dGP,Y22,LA0531,0.062000654,0.156909543,0.236986996,0.112498405,0.100843254,0.13592268
L4FM,Y22,LA0531,0.161573788,0.140004196,0.204744017,0.176467233,0.323113434,0.226428475
L4DM,Y22,LA0531,0.154608523,0.12962963,0.254846336,0.244931734,0.346078431,0.337703199
L4A,Y22,LA0531,0.18319017,0.160929327,0.219545986,0.166583541,0.222676263,0.200046368
RNa,Y22,LA0531,7.341432203,18.87430979,23.00271088,24.48014789,13.08864161,20.68220649
RK,Y22,LA0531,0.921471084,0.860025077,0.964791032,0.902832663,0.875853093,NA
LNa,Y22,LA0531,NA,28.86472862,25.18853763,28.52346914,23.38351103,23.40397639
LK,Y22,LA0531,0.565364565,0.53687159,0.735907999,0.593069296,0.349426279,0.988924302
LeafSucculence,Y22,LA0531,0.885719943,0.87675251,0.910210965,1.028906076,NA,1.09359234
LeafPerimeter,Y22,LA0531,0.222799467,0.213385705,0.236017132,0.20072791,0.224176172,0.211565101
LeafVertLength,Y22,LA0531,0.362812885,0.362360957,0.402109951,0.317075514,0.410312645,0.370369984
LeafHorizWidth,Y22,LA0531,0.403612538,0.369726328,0.517720886,0.35522909,0.486724129,0.489093207
LeafElongationFactor,Y22,LA0531,1.112462006,1.020247134,1.287581699,1.120440673,1.18633452,1.32056239
DG,Y23,LA0532,3,3,3,3,3,3
DL4,Y23,LA0532,NA,13,13,13,13,NA
DH,Y23,LA0532,11,11,11,11,11,NA
LN,Y23,LA0532,0.666666667,0.5,0.5,0.666666667,0.5,0.75
RL,Y23,LA0532,-0.138888889,0.016666667,NA,0.520833333,0.775,0.427480916
SL,Y23,LA0532,0.371428571,0.419354839,0.692307692,0.372093023,0.371428571,0.558823529
ST,Y23,LA0532,0.342105263,0.316062176,0.408450704,0.210526316,0.400900901,NA
RFM,Y23,LA0532,0.148675412,0.200733859,0.191192694,0.167631652,0.125652695,0.155937997
SFM,Y23,LA0532,0.20581988,0.214622508,0.235747304,0.241081237,0.203389554,0.209733361
TFM,Y23,LA0532,0.195060104,0.212680444,0.22904567,0.230827132,0.187581786,0.198695915
RDM,Y23,LA0532,0.294590252,0.408010013,0.388290713,0.37464986,0.347826087,0.420914346
SDM,Y23,LA0532,0.274306491,0.310316721,0.314304124,0.319104269,0.274888709,0.274738068
TDM,Y23,LA0532,0.267072111,0.314062379,0.316240812,0.325829867,0.294084704,0.286431795
WC,Y23,LA0532,0.191230421,0.207049954,0.224197158,0.225569713,0.182401373,0.194301444
WCn,Y23,LA0532,-0.36838948,-2.545961156,-1.171786212,-2.049459415,-0.504675804,-0.1746559
GPI,Y23,LA0532,1.082722902,1.04503148,1.107665852,1.094259643,1.11284718,NA
GPF,Y23,LA0532,0.47643959,0.489326498,0.262780945,0.420165063,0.232219597,0.315864916
dGP,Y23,LA0532,0.403392477,0.411976036,0.154444351,0.343700053,0.172497674,0.245547455
L4FM,Y23,LA0532,0.18250796,0.202225253,0.177034636,0.259103592,0.280087008,0.19949656
L4DM,Y23,LA0532,0.219666216,0.270932358,0.274060495,0.320495795,0.326267281,0.225481978
L4A,Y23,LA0532,0.205296748,0.226719613,0.196101818,0.260765409,0.250213718,0.186567706
RNa,Y23,LA0532,9.316182475,12.06106436,12.59702517,17.62406074,15.22639902,20.64086649
RK,Y23,LA0532,1.159423099,0.948620362,1.437079692,2.028945785,0.849378265,1.577183624
LNa,Y23,LA0532,13.05544106,24.27914246,34.02975394,29.90595796,32.39706253,35.50196807
LK,Y23,LA0532,0.387124251,0.511292335,0.571403687,0.405399308,0.262022918,0.257405447
LeafSucculence,Y23,LA0532,0.874299947,0.868044345,0.862965316,0.973214239,1.102064582,1.057173767
LeafPerimeter,Y23,LA0532,0.1861125,0.203027792,0.208955256,0.213366376,0.215583851,0.216935775
LeafVertLength,Y23,LA0532,0.363637992,0.385146229,0.388283391,0.388889382,NA,0.378787336
LeafHorizWidth,Y23,LA0532,0.479534476,0.476312777,0.479292411,0.484084781,0.469273468,NA
LeafElongationFactor,Y23,LA0532,1.318740399,1.236581652,1.234192932,1.244777379,1.138082674,1.13342672
DG,Y24,LA0746,3,3,3,3,3,3
DL4,Y24,LA0746,12,12,12,12,12,12
DH,Y24,LA0746,11,11,11,11,11,11
LN,Y24,LA0746,0.666666667,0.333333333,0.333333333,0.666666667,0.666666667,0.666666667
RL,Y24,LA0746,-0.465116279,-0.6,0.375,0.833333333,1.428571429,0.111111111
SL,Y24,LA0746,NA,0.166666667,0.388888889,0.35,0.208333333,0.263157895
ST,Y24,LA0746,0.320987654,0.405228758,0.224852071,0.283236994,0.430379747,0.335616438
RFM,Y24,LA0746,0.035961518,0.030473942,0.100683572,0.059304703,0.106948103,0.043899876
SFM,Y24,LA0746,0.141112561,0.089513263,0.087230921,0.111082036,0.150176,0.112965305
TFM,Y24,LA0746,0.120641634,0.080323663,0.089369728,0.102250265,0.140522091,0.101980033
RDM,Y24,LA0746,0.124219292,0.085884354,0.1628734,0.15007776,0.173913043,0.111777944
SDM,Y24,LA0746,0.241010539,0.156403777,0.163548831,0.197552173,0.313117345,0.218759787
TDM,Y24,LA0746,0.204840614,0.142566568,0.160493827,0.184254939,NA,0.197585184
WC,Y24,LA0746,0.114280192,0.07537814,0.083463694,0.095304959,0.13049414,0.094311439
WCn,Y24,LA0746,6.976489143,12.5510649,2.762906754,3.420413912,NA,6.442708805
GPI,Y24,LA0746,1.148069026,1.044097303,1.204879905,1.137156847,1.248450229,1.197954258
GPF,Y24,LA0746,0.330011855,0.183333958,0.163589796,NA,0.267008456,0.277589511
dGP,Y24,LA0746,NA,-0.00689823,0.036292792,NA,0.069780557,0.087317669
L4FM,Y24,LA0746,0.197399668,0.160663538,0.168046911,0.192223411,NA,0.195788555
L4DM,Y24,LA0746,0.15323646,0.124941066,0.149181054,0.167357084,NA,0.187439143
L4A,Y24,LA0746,0.27452944,0.211694891,0.234616424,0.296718532,0.309056162,0.2703144
RNa,Y24,LA0746,14.2995775,14.67397181,14.18360328,25.04703011,15.89704654,20.16396448
RK,Y24,LA0746,1.23560888,1.106524575,0.849715381,0.858130108,0.937688856,0.812781347
LNa,Y24,LA0746,18.55579903,23.93089026,NA,17.48571177,15.7345431,20.60308296
LK,Y24,LA0746,0.825305857,0.629631967,0.710082422,0.946170393,NA,0.860333156
LeafSucculence,Y24,LA0746,0.744116517,0.786449389,0.726834435,0.659586528,NA,0.728197128
LeafPerimeter,Y24,LA0746,0.301157134,0.26940071,0.296296826,0.346226708,0.356946696,0.317375328
LeafVertLength,Y24,LA0746,0.404392379,0.401494275,0.407162593,0.491610691,0.451899052,0.46100675
LeafHorizWidth,Y24,LA0746,0.553896927,0.504728362,0.406849376,0.47138587,0.448024444,0.487994732
LeafElongationFactor,Y24,LA0746,1.369740828,1.257056831,0.999154549,0.958793128,0.991393051,1.058650009
DG,Y25,LA0747,5,5,5,5,5,5
DL4,Y25,LA0747,14,14,13,13,13,14
DH,Y25,LA0747,11,11,11,11,11,11
LN,Y25,LA0747,0.666666667,0.666666667,0.333333333,0.333333333,0.333333333,0.666666667
RL,Y25,LA0747,-0.036036036,0,0.080924855,0.035714286,0.378947368,0.933333333
SL,Y25,LA0747,0.470588235,0.361702128,0.37037037,0.739130435,0,1
ST,Y25,LA0747,0.623529412,0.821989529,0.415730337,0.62295082,0.352201258,0.85106383
RFM,Y25,LA0747,0.416726813,0.382813441,0.221066128,0.168476249,0.492798947,0.469282395
SFM,Y25,LA0747,0.413583681,0.423604787,0.190403684,0.121193283,0.188225395,0.594929651
TFM,Y25,LA0747,0.413876604,0.418790115,0.194383813,0.126728826,0.215972649,0.583458044
RDM,Y25,LA0747,0.789565217,0.895934959,0.484396201,0.457364341,0.589181287,0.886454183
SDM,Y25,LA0747,0.484955061,0.511754386,0.224707677,0.225407532,0.184187663,0.544377468
TDM,Y25,LA0747,0.484982838,0.508377808,0.244895508,0.233208231,0.240454076,0.548656163
WC,Y25,LA0747,0.409435243,0.41334801,0.191540287,0.120435388,0.214461974,0.586332266
WCn,Y25,LA0747,-1.420302677,-0.96226934,-0.297239464,NA,-0.240487735,0.631871493
GPI,Y25,LA0747,0.908785091,1.103887966,0.906216107,1.227053113,0.871690207,NA
GPF,Y25,LA0747,0.630664562,0.402638472,0.24238565,0.112614762,0.408101154,NA
dGP,Y25,LA0747,0.581969876,0.313600968,0.159962294,0.045023382,0.323609348,NA
L4FM,Y25,LA0747,0.226959518,0.318617725,0.246594222,0.180220264,0.363211224,0.328298498
L4DM,Y25,LA0747,0.350269438,0.360505166,0.210900474,0.174212034,0.305407464,0.420327304
L4A,Y25,LA0747,0.305794143,0.283518413,0.202975212,0.164238039,0.343149393,0.401275997
RNa,Y25,LA0747,24.44424013,18.58199772,22.42703555,26.65322,19.75521577,20.29487985
RK,Y25,LA0747,1.340490588,1.393799443,1.099560983,1.411463947,1.665397672,1.771893398
LNa,Y25,LA0747,29.46991339,34.20604435,29.12044048,27.51589637,26.48960788,31.05437424
LK,Y25,LA0747,0.82147278,0.348357406,0.215090917,0.183315216,0.218811502,0.498275958
LeafSucculence,Y25,LA0747,0.700733043,1.108107938,1.232179425,1.100357706,1.07285768,0.7941205
LeafPerimeter,Y25,LA0747,0.293874803,0.26896947,0.279941801,0.220431014,NA,0.301496543
LeafVertLength,Y25,LA0747,0.432614365,0.422480531,0.425615042,0.387031985,0.50436746,0.532605379
LeafHorizWidth,Y25,LA0747,0.570759034,0.527468504,0.510483904,NA,0.551325614,0.59091395
LeafElongationFactor,Y25,LA0747,1.319516408,1.248401655,1.19952854,0.971991532,1.093035343,1.109502413
DG,Y26,LA0748,3,3,3,3,3,3
DL4,Y26,LA0748,12,12,12,12,12,12
DH,Y26,LA0748,11,11,11,11,11,11
LN,Y26,LA0748,0.666666667,0.666666667,0.666666667,NA,0.666666667,0.666666667
RL,Y26,LA0748,0.394230769,0.234567901,0.55,0.147368421,0.533333333,0.333333333
SL,Y26,LA0748,0.9,0.909090909,0.611111111,0.615384615,0.586206897,0.666666667
ST,Y26,LA0748,0.574162679,0.615720524,0.580645161,0.608187135,0.577586207,NA
RFM,Y26,LA0748,0.140070811,0.184386325,0.102315491,0.178684188,0.221549259,0.082415938
SFM,Y26,LA0748,NA,0.221116268,0.183483656,0.196946484,0.21511546,0.165311705
TFM,Y26,LA0748,0.252394753,0.214091564,0.16675941,0.193822439,0.216225183,0.146746417
RDM,Y26,LA0748,0.287090559,0.25614489,0.175721562,0.288209607,0.299459459,0.170606372
SDM,Y26,LA0748,0.303182828,0.213420998,0.183517835,0.276602413,0.220237459,0.176966843
TDM,Y26,LA0748,0.292124625,0.20873591,0.178441203,0.243119677,0.213139746,0.167432047
WC,Y26,LA0748,0.249980682,0.214446953,0.166013199,0.190993142,0.216428288,0.14542573
WCn,Y26,LA0748,0.167894733,-2.285781217,0.21257633,-0.549531697,1.05176289,-1.263205734
GPI,Y26,LA0748,1.244308417,1.04402653,0.848969078,1.275700493,1.307234065,1.207083641
GPF,Y26,LA0748,0.545608334,NA,0.280285224,0.36989032,0.425652834,0.272491417
dGP,Y26,LA0748,0.453318147,NA,0.222478874,0.277187185,0.319105859,0.201947386
L4FM,Y26,LA0748,NA,0.172736799,0.159880898,0.127349679,0.128089243,0.149740641
L4DM,Y26,LA0748,NA,0.157176157,0.165421957,0.142420122,0.125388199,0.131956015
L4A,Y26,LA0748,NA,0.188652157,0.187059088,0.165002593,0.161518315,0.172976426
RNa,Y26,LA0748,NA,14.7925194,17.9955195,18.34653442,18.34777653,16.08873558
RK,Y26,LA0748,0.880231229,0.779573049,0.771053066,0.782499634,0.826234174,0.728452458
LNa,Y26,LA0748,20.49062152,19.35130598,21.27604015,19.05760649,NA,26.69537846
LK,Y26,LA0748,0.358040028,0.304504604,0.338574036,0.51828321,0.534238218,0.349684139
LeafSucculence,Y26,LA0748,0.804277426,0.92433067,0.851896954,0.763224174,0.794734797,0.876310048
LeafPerimeter,Y26,LA0748,NA,0.160065891,0.165573835,0.158676222,0.15980651,0.174603643
LeafVertLength,Y26,LA0748,NA,0.331306691,0.344240717,0.319341206,0.348917279,0.360941063
LeafHorizWidth,Y26,LA0748,0.653385801,0.471104994,0.501528227,0.344558678,0.359367249,0.492206817
LeafElongationFactor,Y26,LA0748,1.472269263,1.421948912,1.456835938,1.078906653,1.029981378,1.363816703
DG,Y27,LA0749,3,3,3,3,3,3
DL4,Y27,LA0749,12,12,12,13,13,13
DH,Y27,LA0749,11,11,11,11,11,11
LN,Y27,LA0749,NA,0.666666667,0.666666667,0.5,0.5,0.25
RL,Y27,LA0749,0.217391304,-0.06097561,0.068965517,0.818181818,1.774193548,0.08
SL,Y27,LA0749,0.25,0.35,0.5,0.379310345,0.6,0.266666667
ST,Y27,LA0749,0.140939597,0.154696133,0.231292517,0.25,0.392156863,0.226666667
RFM,Y27,LA0749,0.081925295,0.066432856,0.076476221,0.199093068,0.193140927,0.194674013
SFM,Y27,LA0749,0.052765469,0.002877512,0.029583702,0.168943025,0.110209168,0.112221551
TFM,Y27,LA0749,0.058291448,0.013288041,0.037340937,0.174025005,0.121206809,0.122413076
RDM,Y27,LA0749,0.142726441,0.066326531,0.106723586,0.39119171,0.317002882,0.337954939
SDM,Y27,LA0749,0.164350847,0.077614558,0.135791367,0.475879397,0.361640972,0.377851976
TDM,Y27,LA0749,0.156629873,0.076773025,0.129744443,0.395184591,0.327677806,0.299080021
WC,Y27,LA0749,0.051116322,0.009253438,0.030403488,0.160734267,0.108767256,0.112231526
WCn,Y27,LA0749,-5.751036173,-2.328745585,-5.25360432,-2.046384335,-4.708504403,-2.58856687
GPI,Y27,LA0749,1.043211926,1.07698448,1.218244891,1.30786916,1.222351421,1.530912052
GPF,Y27,LA0749,0.152439363,0.082948916,0.135024653,0.299220204,0.117394736,0.27370191
dGP,Y27,LA0749,0.001509351,-0.011650017,-0.085507691,0.174243353,-0.009420802,0.136725652
L4FM,Y27,LA0749,0.114189576,0.071526747,0.178131322,0.092140778,0.143947131,0.054320751
L4DM,Y27,LA0749,0.14266118,0.080684597,0.125407166,0.179972936,0.234398782,0.106918239
L4A,Y27,LA0749,NA,0.091060488,0.247779751,0.135294193,0.1657623,0.078625946
RNa,Y27,LA0749,23.74796595,19.6503728,18.48862173,16.68570842,NA,20.08953877
RK,Y27,LA0749,0.733265762,0.605285375,0.661392208,0.982661623,0.709233489,1.107763366
LNa,Y27,LA0749,51.53256969,21.10551862,34.06003491,16.77788963,33.24119645,17.19367797
LK,Y27,LA0749,1.045112782,0.881658247,0.814025506,2.222940962,0.963416202,2.006835519
LeafSucculence,Y27,LA0749,NA,0.775546467,0.745999047,0.62594981,0.821626136,0.635724557
LeafPerimeter,Y27,LA0749,NA,0.171305842,0.276512228,0.249176427,0.246796282,0.166002911
LeafVertLength,Y27,LA0749,NA,0.292055559,0.37063515,0.345923402,0.416468737,0.273075297
LeafHorizWidth,Y27,LA0749,NA,0.259011527,0.449327912,0.368782054,0.385117394,0.210088601
LeafElongationFactor,Y27,LA0749,NA,0.886779282,1.212485897,1.066193434,0.924734043,0.769310447
DG,Y28,LA0927,6,6,6,6,6,6
DL4,Y28,LA0927,12,13,13,14,14,15
DH,Y28,LA0927,11,11,11,11,11,11
LN,Y28,LA0927,0.666666667,0.5,0.333333333,0.5,0.666666667,0.666666667
RL,Y28,LA0927,0.494845361,0,0.434482759,0.379746835,0.237113402,NA
SL,Y28,LA0927,0.947368421,0.5,0.166666667,0.40625,0.043478261,0.133333333
ST,Y28,LA0927,0.602941176,0.634920635,0.589473684,0.348571429,0.297101449,0.248322148
RFM,Y28,LA0927,0.137831919,0.255405132,0.24585001,0.14672322,0.053883965,0.199500503
SFM,Y28,LA0927,0.314646424,0.307179615,0.22291795,0.208517012,0.196287863,0.278373346
TFM,Y28,LA0927,0.282993286,0.301239176,0.226313897,0.194811702,0.169588561,0.260379284
RDM,Y28,LA0927,0.294493216,NA,0.339950372,0.237360298,0.20641804,0.281395349
SDM,Y28,LA0927,0.36289445,0.433668076,0.307875379,0.320064988,0.249833666,0.321138211
TDM,Y28,LA0927,0.334242029,0.395,0.273996013,0.275075594,0.236388385,0.311283535
WC,Y28,LA0927,0.27920033,0.294730187,0.222822403,0.189763014,0.165207234,0.256859964
WCn,Y28,LA0927,7.586220234,-87.35772243,2.684436176,28.74894402,-31.28098346,3.857061659
GPI,Y28,LA0927,1.226171244,1.137724944,0.977787691,0.936567746,1.162985305,1.369291648
GPF,Y28,LA0927,0.388586647,0.412517228,0.232109532,0.255776806,0.305243144,0.526061244
dGP,Y28,LA0927,0.268206197,0.268899473,0.120768411,0.144453587,0.152240709,0.349956664
L4FM,Y28,LA0927,0.236860682,0.143361129,0.105828938,0.127277928,0.165398903,0.367163444
L4DM,Y28,LA0927,0.269461078,0.24,0.142409034,0.161904762,0.208358571,0.306707317
L4A,Y28,LA0927,0.33227442,0.198450172,0.142057333,0.162833471,0.224827916,0.362051754
RNa,Y28,LA0927,NA,21.51017214,22.62494431,26.13228324,22.18268616,19.96223568
RK,Y28,LA0927,0.449310135,0.954790929,1.0664746,0.528452839,0.877100262,0.382727506
LNa,Y28,LA0927,26.77693903,NA,26.8370963,32.98761235,29.55452519,23.59185387
LK,Y28,LA0927,0.681058849,0.858613218,0.823388718,0.874713095,0.663385749,NA
LeafSucculence,Y28,LA0927,0.701069926,0.677171789,0.714303264,0.759481526,0.715060724,NA
LeafPerimeter,Y28,LA0927,0.406350285,0.354876248,0.285102979,0.318475927,0.363164485,0.441978271
LeafVertLength,Y28,LA0927,0.456792675,0.373579815,0.365426366,0.407226998,0.471046567,0.589032542
LeafHorizWidth,Y28,LA0927,0.646647,0.469960113,0.460742019,0.424458606,0.504990527,0.704536344
LeafElongationFactor,Y28,LA0927,1.415513412,1.258058506,1.260801936,1.042429526,1.071905496,1.19598498
DG,Y29,LA0929,6,6,6,6,6,6
DL4,Y29,LA0929,15,15,15,16,16,NA
DH,Y29,LA0929,11,11,11,11,11,11
LN,Y29,LA0929,0.333333333,0.333333333,0.333333333,NA,NA,NA
RL,Y29,LA0929,0.714285714,1.090909091,NA,NA,0.772727273,NA
SL,Y29,LA0929,0.545454545,-1.857142857,-0.157894737,NA,0.523809524,-0.458333333
ST,Y29,LA0929,0.423913043,0.038834951,0.271186441,NA,0.057142857,-0.076923077
RFM,Y29,LA0929,0.216530562,0.079472559,0.158055067,NA,0.244433134,0.073731972
SFM,Y29,LA0929,0.339022846,0.102196193,0.359919392,NA,0.189454221,0.021305083
TFM,Y29,LA0929,0.317495868,0.098036231,0.325268493,NA,0.197171024,0.028553186
RDM,Y29,LA0929,NA,0.114583333,NA,NA,0.157142857,0.071684588
SDM,Y29,LA0929,0.403527525,0.14754902,0.471095335,NA,0.261423221,0.079255192
TDM,Y29,LA0929,0.263422171,0.176586649,NA,NA,0.238196286,0.094549125
WC,Y29,LA0929,0.320721676,0.092473569,0.31926437,NA,0.194209337,0.023845526
WCn,Y29,LA0929,0.887819794,4.517704188,NA,NA,2.28683978,12.59131465
GPI,Y29,LA0929,1.298847396,1.308673965,1.274543157,1.216966797,1.308780979,NA
GPF,Y29,LA0929,0.474945255,0.266661256,0.521885357,0.043175417,0.273237198,0.111389043
dGP,Y29,LA0929,0.312789469,0.076702675,0.413193733,-0.046250447,0.140739466,0.017619821
L4FM,Y29,LA0929,0.268772434,0.419989461,0.302298272,NA,0.140289081,0.13588345
L4DM,Y29,LA0929,0.275362319,0.347408829,0.324271845,NA,0.193333333,0.158730159
L4A,Y29,LA0929,0.294114975,0.348161438,0.334017702,NA,0.209978016,0.153472008
RNa,Y29,LA0929,23.25625541,22.62839287,29.85072528,NA,NA,25.95367041
RK,Y29,LA0929,0.322984195,0.394287875,0.597663109,NA,0.800702663,NA
LNa,Y29,LA0929,16.01521596,19.37527097,10.27816514,NA,27.11661386,34.77559055
LK,Y29,LA0929,0.41276711,0.242959483,0.599559633,NA,NA,0.45549142
LeafSucculence,Y29,LA0929,0.911641321,NA,0.898815673,NA,NA,0.87198363
LeafPerimeter,Y29,LA0929,0.382633252,0.376748066,0.455920761,NA,0.328697963,NA
LeafVertLength,Y29,LA0929,0.474355089,0.532879401,0.53260823,NA,0.395215937,0.322961434
LeafHorizWidth,Y29,LA0929,0.46800555,0.497488773,0.526569911,NA,0.442845544,NA
LeafElongationFactor,Y29,LA0929,0.986590514,0.933535616,0.988723799,NA,1.12056962,1.075015694
DG,Y30,LA0930,4,4,4,4,4,4
DL4,Y30,LA0930,21,21,21,23,23,23
DH,Y30,LA0930,11,11,11,11,11,11
LN,Y30,LA0930,NA,NA,NA,NA,NA,NA
RL,Y30,LA0930,NA,NA,NA,NA,NA,NA
SL,Y30,LA0930,NA,NA,NA,NA,NA,NA
ST,Y30,LA0930,NA,NA,NA,NA,NA,NA
RFM,Y30,LA0930,NA,NA,NA,NA,NA,NA
SFM,Y30,LA0930,NA,NA,NA,NA,NA,NA
TFM,Y30,LA0930,NA,NA,NA,NA,NA,NA
RDM,Y30,LA0930,NA,NA,NA,NA,NA,NA
SDM,Y30,LA0930,NA,NA,NA,NA,NA,NA
TDM,Y30,LA0930,NA,NA,NA,NA,NA,NA
WC,Y30,LA0930,NA,NA,NA,NA,NA,NA
WCn,Y30,LA0930,NA,NA,NA,NA,NA,NA
GPI,Y30,LA0930,1.608587311,1.610133602,1.012999286,1.362405284,1.043585389,1.004978686
GPF,Y30,LA0930,0.035906185,0.246364072,0.033253922,0.069539829,0.135983197,0.094380743
dGP,Y30,LA0930,-0.453772044,-0.216219053,-0.204558245,-0.250365007,-0.098262934,-0.114092761
L4FM,Y30,LA0930,NA,NA,NA,NA,NA,NA
L4DM,Y30,LA0930,NA,NA,NA,NA,NA,NA
L4A,Y30,LA0930,NA,NA,NA,NA,NA,NA
RNa,Y30,LA0930,NA,NA,NA,NA,NA,NA
RK,Y30,LA0930,NA,NA,NA,NA,NA,NA
LNa,Y30,LA0930,NA,NA,NA,NA,NA,NA
LK,Y30,LA0930,NA,NA,NA,NA,NA,NA
LeafSucculence,Y30,LA0930,NA,NA,NA,NA,NA,NA
